Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used,	Num Nodes
14489,	6149,	1114,	0,	530,	0,	0,	0,	
16497,	6491,	1176,	0,	560,	0,	0,	0,	
18502,	6958,	1260,	0,	600,	0,	0,	0,	
20509,	6819,	1231,	30,	600,	0,	2,	6,	
22516,	6414,	1139,	120,	600,	0,	2,	6,	
24524,	6414,	1140,	120,	600,	0,	2,	6,	
26532,	6413,	1140,	120,	600,	0,	2,	6,	
28539,	6412,	1141,	120,	600,	0,	2,	6,	
30547,	6412,	1139,	120,	600,	0,	2,	6,	
32554,	6417,	1140,	120,	600,	0,	2,	6,	
34562,	6412,	1141,	120,	600,	0,	2,	6,	
36570,	6414,	1139,	120,	600,	0,	2,	6,	
38578,	6417,	1140,	120,	600,	0,	2,	6,	
40585,	6331,	1124,	137,	599,	0,	3,	10,	
42593,	6115,	1080,	180,	600,	0,	3,	10,	
44600,	6117,	1080,	180,	601,	0,	3,	10,	
46608,	6110,	1080,	180,	600,	0,	3,	10,	
48616,	6113,	1080,	180,	600,	0,	3,	10,	
50625,	6115,	1080,	180,	600,	0,	3,	10,	
52632,	6114,	1079,	180,	600,	0,	3,	10,	
54639,	6116,	1081,	180,	600,	0,	3,	10,	
56645,	6115,	1080,	180,	600,	0,	3,	10,	
58652,	6118,	1080,	180,	600,	0,	3,	10,	
60659,	5824,	1026,	234,	600,	0,	6,	17,	
62666,	5156,	900,	360,	599,	0,	6,	17,	
64673,	5152,	900,	360,	600,	0,	6,	17,	
66682,	5155,	899,	360,	601,	0,	6,	17,	
68690,	5158,	901,	360,	600,	0,	6,	17,	
70698,	5154,	900,	360,	600,	0,	6,	17,	
72703,	5157,	900,	360,	600,	0,	6,	17,	
74708,	5156,	899,	360,	600,	0,	6,	17,	
76713,	5156,	900,	360,	600,	0,	6,	17,	
78718,	5154,	901,	360,	599,	0,	6,	17,	
80726,	4912,	860,	400,	601,	0,	8,	22,	
82734,	4438,	780,	478,	600,	0,	8,	22,	
84742,	4439,	779,	480,	600,	0,	8,	22,	
86751,	4438,	781,	480,	600,	0,	8,	22,	
88759,	4435,	780,	480,	600,	0,	8,	22,	
90765,	4439,	779,	480,	600,	0,	8,	22,	
92773,	4438,	781,	480,	600,	0,	8,	22,	
94781,	4437,	779,	480,	600,	0,	8,	22,	
96790,	4438,	781,	480,	600,	0,	8,	22,	
98798,	4440,	780,	480,	600,	0,	8,	22,	
100807,	4304,	757,	502,	600,	0,	9,	27,	
102816,	4078,	721,	540,	599,	0,	9,	27,	
104824,	4077,	720,	540,	601,	0,	9,	27,	
106832,	4077,	720,	540,	599,	0,	9,	27,	
108840,	4076,	720,	540,	601,	0,	9,	27,	
110849,	4074,	719,	540,	600,	0,	9,	27,	
112857,	4076,	721,	540,	600,	0,	9,	27,	
114865,	4076,	720,	540,	600,	0,	9,	27,	
116873,	4075,	720,	540,	599,	0,	9,	27,	
118881,	4078,	720,	540,	601,	0,	9,	27,	
120888,	4075,	720,	540,	600,	0,	9,	27,	
122894,	4075,	720,	540,	599,	0,	9,	27,	
124902,	4077,	720,	540,	601,	0,	9,	27,	
126911,	4079,	720,	540,	600,	0,	9,	27,	
128918,	4076,	720,	540,	599,	0,	9,	27,	
130925,	4075,	720,	540,	601,	0,	9,	27,	
132931,	4079,	720,	540,	600,	0,	9,	27,	
134936,	4075,	720,	540,	600,	0,	9,	27,	
136941,	4078,	720,	540,	600,	0,	9,	27,	
138946,	4079,	719,	540,	600,	0,	9,	27,	
140953,	3790,	669,	592,	600,	0,	10,	29,	
142961,	3417,	600,	660,	600,	0,	10,	29,	
144970,	3417,	599,	660,	600,	0,	10,	29,	
146977,	3418,	601,	660,	599,	0,	10,	29,	
148982,	3420,	600,	660,	601,	0,	10,	29,	
150989,	3416,	600,	660,	600,	0,	10,	29,	
152997,	3419,	599,	660,	600,	0,	10,	29,	
155003,	3419,	601,	660,	600,	0,	10,	29,	
157010,	3418,	600,	660,	599,	0,	10,	29,	
159018,	3419,	600,	660,	601,	0,	10,	29,	
161025,	3073,	485,	775,	600,	0,	10,	32,	
163034,	2698,	360,	899,	600,	0,	10,	32,	
165042,	2698,	359,	900,	600,	0,	10,	32,	
167050,	2699,	361,	900,	599,	0,	10,	32,	
169058,	2698,	360,	900,	600,	0,	10,	32,	
171067,	2698,	359,	900,	601,	0,	10,	32,	
173075,	2699,	361,	899,	600,	0,	10,	32,	
175083,	2698,	360,	900,	600,	0,	10,	32,	
177091,	2700,	360,	900,	600,	0,	10,	32,	
179099,	2700,	360,	900,	599,	0,	10,	32,	
181107,	2670,	330,	929,	600,	0,	10,	34,	
183116,	2638,	300,	960,	600,	0,	10,	34,	
185124,	2640,	300,	960,	601,	0,	10,	34,	
187131,	2640,	300,	960,	600,	0,	10,	34,	
189139,	2639,	300,	960,	600,	0,	10,	34,	
191146,	2639,	300,	959,	600,	0,	10,	34,	
193152,	2638,	300,	959,	599,	0,	10,	34,	
195158,	2639,	300,	960,	601,	0,	10,	34,	
197163,	2639,	299,	959,	600,	0,	10,	34,	
199168,	2640,	301,	960,	599,	0,	10,	34,	
201176,	2543,	268,	992,	601,	0,	10,	35,	
203184,	2460,	240,	1020,	600,	0,	10,	35,	
205192,	2458,	240,	1020,	599,	0,	10,	35,	
207199,	2458,	240,	1020,	601,	0,	10,	35,	
209207,	2457,	240,	1020,	600,	0,	10,	35,	
211215,	2459,	240,	1020,	600,	0,	10,	35,	
213223,	2459,	240,	1020,	600,	0,	10,	35,	
215231,	2459,	240,	1020,	600,	0,	10,	35,	
217239,	2460,	240,	1020,	600,	0,	10,	35,	
219248,	2458,	240,	1020,	599,	0,	10,	35,	
221253,	2324,	206,	1054,	600,	0,	10,	38,	
223261,	2218,	180,	1080,	600,	0,	10,	38,	
225269,	2219,	179,	1080,	601,	0,	10,	38,	
227278,	2220,	181,	1080,	599,	0,	10,	38,	
229286,	2220,	180,	1080,	600,	0,	10,	38,	
231294,	2220,	180,	1079,	600,	0,	10,	38,	
233302,	2219,	180,	1080,	600,	0,	10,	38,	
235310,	2218,	179,	1079,	601,	0,	10,	38,	
237318,	2219,	181,	1080,	600,	0,	10,	38,	
239325,	2218,	180,	1079,	599,	0,	10,	38,	
241334,	2218,	180,	1080,	601,	0,	10,	41,	
243342,	2218,	180,	1080,	600,	0,	10,	41,	
245351,	2219,	180,	1080,	600,	0,	10,	41,	
247359,	2220,	180,	1080,	599,	0,	10,	41,	
249368,	2219,	180,	1080,	601,	0,	10,	41,	
251374,	2220,	180,	1080,	600,	0,	10,	41,	
253380,	2220,	180,	1080,	600,	0,	10,	41,	
255385,	2219,	180,	1080,	600,	0,	10,	41,	
257390,	2220,	180,	1080,	600,	0,	10,	41,	
259395,	2219,	180,	1080,	600,	0,	10,	41,	
261403,	2219,	180,	1080,	599,	0,	10,	42,	
263412,	2220,	180,	1080,	601,	0,	10,	42,	
265420,	2219,	180,	1080,	600,	0,	10,	42,	
267428,	2219,	180,	1080,	600,	0,	10,	42,	
269436,	2220,	180,	1080,	599,	0,	10,	42,	
271444,	2220,	180,	1079,	601,	0,	10,	42,	
273452,	2218,	179,	1080,	600,	0,	10,	42,	
275460,	2219,	180,	1080,	600,	0,	10,	42,	
277468,	2218,	181,	1079,	600,	0,	10,	42,	
279477,	2219,	180,	1080,	600,	0,	10,	42,	
281485,	2220,	180,	1080,	600,	0,	10,	43,	
283494,	2218,	180,	1080,	600,	0,	10,	43,	
285501,	2217,	180,	1080,	600,	0,	10,	43,	
287508,	2220,	180,	1079,	600,	0,	10,	43,	
289516,	2219,	179,	1080,	600,	0,	10,	43,	
291523,	2219,	180,	1080,	600,	0,	10,	43,	
293532,	2220,	181,	1080,	599,	0,	10,	43,	
295541,	2218,	180,	1080,	600,	0,	10,	43,	
297548,	2219,	180,	1080,	600,	0,	10,	43,	
299556,	2219,	180,	1079,	600,	0,	10,	43,	
301564,	2220,	180,	1080,	601,	0,	10,	44,	
303573,	2219,	180,	1080,	600,	0,	10,	44,	
305581,	2220,	180,	1080,	599,	0,	10,	44,	
307590,	2219,	180,	1079,	601,	0,	10,	44,	
309598,	2217,	179,	1079,	600,	0,	10,	44,	
311605,	2220,	181,	1080,	600,	0,	10,	44,	
313610,	2217,	180,	1080,	599,	0,	10,	44,	
315616,	2219,	180,	1080,	601,	0,	10,	44,	
317621,	2219,	180,	1079,	600,	0,	10,	44,	
319626,	2220,	180,	1079,	600,	0,	10,	44,	
321634,	2000,	135,	1123,	600,	0,	10,	45,	
323642,	1920,	121,	1140,	599,	0,	10,	45,	
325650,	1919,	120,	1139,	601,	0,	10,	45,	
327657,	1919,	120,	1138,	600,	0,	10,	45,	
329666,	1918,	120,	1139,	600,	0,	10,	45,	
331674,	1920,	120,	1140,	600,	0,	10,	45,	
333682,	1920,	120,	1139,	600,	0,	10,	45,	
335690,	1920,	120,	1139,	600,	0,	10,	45,	
337699,	1920,	120,	1140,	600,	0,	10,	45,	
339708,	1920,	120,	1138,	600,	0,	10,	45,	
341715,	1920,	120,	1140,	600,	0,	10,	45,	
343723,	1920,	120,	1138,	599,	0,	10,	45,	
345732,	1920,	120,	1139,	601,	0,	10,	45,	
347741,	1920,	120,	1140,	600,	0,	10,	45,	
349750,	1920,	120,	1140,	599,	0,	10,	45,	
351756,	1919,	120,	1139,	600,	0,	10,	45,	
353764,	1920,	120,	1140,	601,	0,	10,	45,	
355772,	1918,	120,	1139,	599,	0,	10,	45,	
357780,	1919,	120,	1140,	601,	0,	10,	45,	
359788,	1919,	120,	1139,	599,	0,	10,	45,	
361796,	1920,	120,	1139,	601,	0,	10,	45,	
363805,	1919,	120,	1139,	599,	0,	10,	45,	
365813,	1920,	120,	1140,	601,	0,	10,	45,	
367822,	1920,	120,	1140,	600,	0,	10,	45,	
369831,	1919,	120,	1140,	600,	0,	10,	45,	
371837,	1919,	120,	1140,	600,	0,	10,	45,	
373842,	1920,	120,	1140,	599,	0,	10,	45,	
375848,	1920,	120,	1139,	601,	0,	10,	45,	
377853,	1918,	120,	1138,	599,	0,	10,	45,	
379859,	1920,	120,	1140,	600,	0,	10,	45,	
381864,	1919,	120,	1140,	601,	0,	10,	47,	
383870,	1919,	119,	1140,	600,	0,	10,	47,	
385879,	1920,	121,	1140,	600,	0,	10,	47,	
387888,	1920,	120,	1140,	600,	0,	10,	47,	
389896,	1920,	120,	1139,	600,	0,	10,	47,	
391905,	1920,	120,	1139,	600,	0,	10,	47,	
393914,	1920,	120,	1140,	599,	0,	10,	47,	
395922,	1920,	120,	1140,	600,	0,	10,	47,	
397931,	1920,	120,	1140,	601,	0,	10,	47,	
399939,	1920,	120,	1140,	600,	0,	10,	47,	
401944,	1918,	120,	1140,	599,	0,	10,	47,	
403949,	1919,	120,	1140,	601,	0,	10,	47,	
405955,	1919,	120,	1140,	599,	0,	10,	47,	
407959,	1920,	120,	1140,	600,	0,	10,	47,	
409965,	1919,	120,	1140,	601,	0,	10,	47,	
411970,	1920,	120,	1140,	599,	0,	10,	47,	
413975,	1919,	119,	1140,	601,	0,	10,	47,	
415980,	1920,	121,	1140,	599,	0,	10,	47,	
417985,	1920,	120,	1140,	601,	0,	10,	47,	
419992,	1919,	120,	1140,	599,	0,	10,	47,	
422001,	1920,	120,	1139,	601,	0,	10,	47,	
424010,	1920,	120,	1140,	599,	0,	10,	47,	
426019,	1919,	119,	1140,	601,	0,	10,	47,	
428027,	1919,	121,	1140,	600,	0,	10,	47,	
430036,	1920,	120,	1138,	599,	0,	10,	47,	
432044,	1920,	120,	1140,	600,	0,	10,	47,	
434053,	1920,	120,	1140,	600,	0,	10,	47,	
436061,	1919,	120,	1140,	601,	0,	10,	47,	
438070,	1920,	120,	1140,	600,	0,	10,	47,	
440078,	1920,	120,	1140,	600,	0,	10,	47,	
442087,	1790,	62,	1172,	572,	0,	10,	48,	
444095,	1860,	60,	1200,	599,	0,	10,	48,	
446103,	1859,	60,	1200,	601,	0,	10,	48,	
448111,	1858,	60,	1199,	600,	0,	10,	48,	
450119,	1860,	60,	1199,	600,	0,	10,	48,	
452127,	1860,	60,	1199,	599,	0,	10,	48,	
454136,	1859,	60,	1200,	600,	0,	10,	48,	
456144,	1859,	60,	1200,	600,	0,	10,	48,	
458152,	1860,	60,	1200,	601,	0,	10,	48,	
460161,	1858,	59,	1200,	600,	0,	10,	48,	
462168,	1806,	5,	1256,	599,	0,	10,	49,	
464173,	1800,	0,	1259,	601,	0,	10,	49,	
466179,	1799,	0,	1260,	600,	0,	10,	49,	
468184,	1800,	0,	1260,	600,	0,	10,	49,	
470189,	1800,	0,	1260,	599,	0,	10,	49,	
472196,	1800,	0,	1259,	601,	0,	10,	49,	
474202,	1800,	0,	1259,	599,	0,	10,	49,	
476211,	1798,	0,	1260,	601,	0,	10,	49,	
478218,	1799,	0,	1260,	600,	0,	10,	49,	
480226,	1800,	0,	1260,	600,	0,	10,	49,	
482234,	1800,	0,	1260,	599,	0,	10,	49,	
484241,	1799,	0,	1260,	601,	0,	10,	49,	
486249,	1799,	0,	1260,	600,	0,	10,	49,	
488257,	1799,	0,	1260,	599,	0,	10,	49,	
490266,	1800,	0,	1260,	600,	0,	10,	49,	
492274,	1799,	0,	1260,	600,	0,	10,	49,	
494283,	1799,	0,	1260,	600,	0,	10,	49,	
496291,	1800,	0,	1260,	601,	0,	10,	49,	
498299,	1800,	0,	1258,	600,	0,	10,	49,	
500305,	1800,	0,	1260,	600,	0,	10,	49,	
502314,	1799,	0,	1260,	600,	0,	10,	49,	
504323,	1799,	0,	1259,	600,	0,	10,	49,	
506330,	1800,	0,	1260,	600,	0,	10,	49,	
508339,	1800,	0,	1260,	599,	0,	10,	49,	
510346,	1799,	0,	1259,	601,	0,	10,	49,	
512354,	1798,	0,	1259,	600,	0,	10,	49,	
514362,	1799,	0,	1260,	600,	0,	10,	49,	
516370,	1800,	0,	1260,	599,	0,	10,	49,	
518378,	1799,	0,	1259,	600,	0,	10,	49,	
520387,	1799,	0,	1259,	601,	0,	10,	49,	
522393,	1798,	0,	1258,	599,	0,	10,	49,	
524399,	1799,	0,	1260,	600,	0,	10,	49,	
526404,	1800,	0,	1259,	600,	0,	10,	49,	
528409,	1799,	0,	1260,	601,	0,	10,	49,	
530414,	1799,	0,	1259,	600,	0,	10,	49,	
532422,	1800,	0,	1259,	600,	0,	10,	49,	
534430,	1799,	0,	1258,	600,	0,	10,	49,	
536437,	1800,	0,	1260,	600,	0,	10,	49,	
538445,	1800,	0,	1260,	600,	0,	10,	49,	
540454,	1800,	0,	1260,	600,	0,	10,	49,	
542461,	1799,	0,	1259,	599,	0,	10,	49,	
544468,	1800,	0,	1258,	600,	0,	10,	49,	
546475,	1800,	0,	1259,	600,	0,	10,	49,	
548483,	1798,	0,	1260,	601,	0,	10,	49,	
550492,	1800,	0,	1260,	600,	0,	10,	49,	
552501,	1800,	0,	1260,	599,	0,	10,	49,	
554510,	1799,	0,	1260,	601,	0,	10,	49,	
556518,	1800,	0,	1260,	600,	0,	10,	49,	
558525,	1799,	0,	1260,	599,	0,	10,	49,	
560533,	1798,	0,	1260,	601,	0,	10,	49,	
562541,	1797,	0,	1260,	599,	0,	10,	49,	
564550,	1798,	0,	1259,	600,	0,	10,	49,	
566559,	1800,	0,	1260,	600,	0,	10,	49,	
568567,	1799,	0,	1260,	601,	0,	10,	49,	
570576,	1799,	0,	1260,	600,	0,	10,	49,	
572584,	1799,	0,	1260,	600,	0,	10,	49,	
574592,	1796,	0,	1259,	599,	0,	10,	49,	
576601,	1799,	0,	1260,	601,	0,	10,	49,	
578610,	1800,	0,	1259,	599,	0,	10,	49,	
580618,	1799,	0,	1260,	601,	0,	10,	49,	
582625,	1799,	0,	1260,	600,	0,	10,	49,	
584629,	1800,	0,	1260,	600,	0,	10,	49,	
586636,	1800,	0,	1260,	599,	0,	10,	49,	
588641,	1799,	0,	1260,	601,	0,	10,	49,	
590646,	1677,	0,	1175,	560,	0,	10,	49,	
592657,	1770,	0,	1239,	590,	0,	10,	49,	
594665,	1800,	0,	1260,	599,	0,	10,	49,	
596672,	1800,	0,	1259,	600,	0,	10,	49,	
598680,	1798,	0,	1260,	601,	0,	10,	49,	
600688,	1799,	0,	1260,	600,	0,	10,	49,	
602696,	1800,	0,	1260,	600,	0,	10,	49,	
604704,	1797,	0,	1258,	599,	0,	10,	49,	
606711,	1800,	0,	1260,	601,	0,	10,	49,	
608719,	1799,	0,	1260,	600,	0,	10,	49,	
610727,	1799,	0,	1260,	599,	0,	10,	49,	
612735,	1799,	0,	1258,	600,	0,	10,	49,	
614743,	1799,	0,	1259,	601,	0,	10,	49,	
616750,	1799,	0,	1260,	599,	0,	10,	49,	
618758,	1800,	0,	1258,	600,	0,	10,	49,	
620766,	1800,	0,	1258,	600,	0,	10,	49,	
622773,	1800,	0,	1260,	601,	0,	10,	49,	
624781,	1799,	0,	1260,	599,	0,	10,	49,	
626789,	1800,	0,	1260,	600,	0,	10,	49,	
628797,	1800,	0,	1259,	600,	0,	10,	49,	
630805,	1800,	0,	1258,	601,	0,	10,	49,	
632813,	1798,	0,	1259,	600,	0,	10,	49,	
634821,	1798,	0,	1260,	600,	0,	10,	49,	
636829,	1800,	0,	1259,	600,	0,	10,	49,	
638837,	1800,	0,	1260,	600,	0,	10,	49,	
640845,	1800,	0,	1259,	600,	0,	10,	49,	
642851,	1799,	0,	1259,	600,	0,	10,	49,	
644857,	1800,	0,	1259,	599,	0,	10,	49,	
646862,	1799,	0,	1260,	600,	0,	10,	49,	
648867,	1800,	0,	1259,	601,	0,	10,	49,	
650873,	1800,	0,	1259,	600,	0,	10,	49,	
652880,	1800,	0,	1259,	600,	0,	10,	49,	
654889,	1800,	0,	1260,	599,	0,	10,	49,	
656894,	1799,	0,	1257,	601,	0,	10,	49,	
658900,	1800,	0,	1260,	599,	0,	10,	49,	
660908,	1799,	0,	1260,	601,	0,	10,	49,	
662917,	1799,	0,	1260,	600,	0,	10,	49,	
664924,	1800,	0,	1260,	599,	0,	10,	49,	
666933,	1800,	0,	1260,	601,	0,	10,	49,	
668941,	1798,	0,	1260,	599,	0,	10,	49,	
670949,	1800,	0,	1260,	601,	0,	10,	49,	
672957,	1799,	0,	1258,	600,	0,	10,	49,	
674966,	1770,	0,	1238,	589,	0,	10,	49,	
676975,	1800,	0,	1260,	600,	0,	10,	49,	
678983,	1800,	0,	1259,	601,	0,	10,	49,	
680992,	1800,	0,	1259,	599,	0,	10,	49,	
683001,	1799,	0,	1260,	601,	0,	10,	49,	
685010,	1800,	0,	1259,	600,	0,	10,	49,	
687018,	1799,	0,	1259,	600,	0,	10,	49,	
689024,	1798,	0,	1260,	599,	0,	10,	49,	
691032,	1800,	0,	1259,	600,	0,	10,	49,	
693040,	1800,	0,	1260,	600,	0,	10,	49,	
695049,	1799,	0,	1260,	600,	0,	10,	49,	
697057,	1798,	0,	1260,	601,	0,	10,	49,	
699066,	1800,	0,	1260,	599,	0,	10,	49,	
701075,	1800,	0,	1260,	601,	0,	10,	49,	
703080,	1800,	0,	1260,	600,	0,	10,	49,	
705096,	1679,	0,	1176,	560,	0,	10,	49,	
707100,	1800,	0,	1258,	599,	0,	10,	49,	
709105,	1800,	0,	1259,	601,	0,	10,	49,	
711111,	1800,	0,	1260,	600,	0,	10,	49,	
713119,	1799,	0,	1259,	599,	0,	10,	49,	
715128,	1800,	0,	1259,	600,	0,	10,	49,	
717135,	1800,	0,	1259,	600,	0,	10,	49,	
719143,	1800,	0,	1260,	601,	0,	10,	49,	
721149,	1799,	0,	1259,	599,	0,	10,	49,	
723157,	1800,	0,	1260,	600,	0,	10,	49,	
725165,	1799,	0,	1260,	600,	0,	10,	49,	
727172,	1800,	0,	1260,	600,	0,	10,	49,	
729179,	1800,	0,	1260,	600,	0,	10,	49,	
731187,	1800,	0,	1260,	600,	0,	10,	49,	
733194,	1800,	0,	1258,	600,	0,	10,	49,	
735202,	1800,	0,	1259,	601,	0,	10,	49,	
737209,	1799,	0,	1259,	600,	0,	10,	49,	
739217,	1799,	0,	1260,	599,	0,	10,	49,	
741223,	1800,	0,	1260,	600,	0,	10,	49,	
743232,	1797,	0,	1260,	601,	0,	10,	49,	
745240,	1800,	0,	1260,	599,	0,	10,	49,	
747247,	1800,	0,	1258,	601,	0,	10,	49,	
749255,	1800,	0,	1258,	599,	0,	10,	49,	
751264,	1800,	0,	1259,	600,	0,	10,	49,	
753271,	1798,	0,	1259,	600,	0,	10,	49,	
755280,	1799,	0,	1260,	601,	0,	10,	49,	
757287,	1800,	0,	1260,	600,	0,	10,	49,	
759295,	1799,	0,	1259,	600,	0,	10,	49,	
761303,	1800,	0,	1260,	599,	0,	10,	49,	
763308,	1800,	0,	1260,	600,	0,	10,	49,	
765313,	1800,	0,	1260,	601,	0,	10,	49,	
767319,	1799,	0,	1260,	599,	0,	10,	49,	
769324,	1800,	0,	1260,	601,	0,	10,	49,	
771331,	1800,	0,	1260,	600,	0,	10,	49,	
773340,	1799,	0,	1259,	599,	0,	10,	49,	
775347,	1798,	0,	1260,	601,	0,	10,	49,	
777353,	1800,	0,	1260,	599,	0,	10,	49,	
779361,	1800,	0,	1259,	601,	0,	10,	49,	
781369,	1800,	0,	1260,	599,	0,	10,	49,	
783377,	1800,	0,	1260,	601,	0,	10,	49,	
785382,	1799,	0,	1259,	599,	0,	10,	49,	
787389,	1800,	0,	1259,	601,	0,	10,	49,	
789397,	1800,	0,	1260,	600,	0,	10,	49,	
791404,	1798,	0,	1259,	599,	0,	10,	49,	
793412,	1800,	0,	1258,	600,	0,	10,	49,	
795421,	1800,	0,	1260,	601,	0,	10,	49,	
797429,	1800,	0,	1259,	599,	0,	10,	49,	
799437,	1800,	0,	1260,	601,	0,	10,	49,	
Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used,	Num Nodes
47,	62,	11,	0,	20,	0,	0,	0,	
2051,	3718,	660,	0,	1199,	0,	0,	0,	
4057,	3715,	660,	0,	1200,	0,	0,	0,	
6062,	3707,	658,	0,	1191,	0,	0,	0,	
8068,	3717,	660,	0,	1200,	0,	0,	0,	
10074,	3720,	660,	0,	1201,	0,	0,	0,	
12082,	3718,	660,	0,	1200,	0,	0,	0,	
14090,	3718,	659,	0,	1200,	0,	0,	0,	
16097,	3717,	661,	0,	1199,	0,	0,	0,	
18103,	3718,	660,	0,	1201,	0,	0,	0,	
20111,	3720,	660,	0,	1200,	0,	0,	7,	
22119,	3720,	660,	0,	1200,	0,	0,	7,	
24126,	3719,	660,	0,	1200,	0,	0,	7,	
26140,	3409,	605,	0,	1100,	0,	0,	7,	
28148,	3719,	660,	0,	1200,	0,	0,	7,	
30156,	3720,	660,	0,	1199,	0,	0,	7,	
32165,	3720,	660,	0,	1201,	0,	0,	7,	
34173,	3719,	660,	0,	1199,	0,	0,	7,	
36181,	3719,	660,	0,	1201,	0,	0,	7,	
38188,	3715,	660,	0,	1199,	0,	0,	7,	
40197,	3720,	660,	0,	1201,	0,	0,	12,	
42204,	3717,	660,	0,	1199,	0,	0,	12,	
44213,	3718,	659,	0,	1201,	0,	0,	12,	
46220,	3719,	660,	0,	1200,	0,	0,	12,	
48228,	3717,	661,	0,	1199,	0,	0,	12,	
50235,	3719,	659,	0,	1201,	0,	0,	12,	
52243,	3718,	661,	0,	1200,	0,	0,	12,	
54250,	3720,	660,	0,	1200,	0,	0,	12,	
56258,	3719,	660,	0,	1200,	0,	0,	12,	
58267,	3719,	660,	0,	1200,	0,	0,	12,	
60275,	3643,	646,	14,	1200,	0,	2,	16,	
62280,	3060,	540,	119,	1200,	0,	2,	16,	
64286,	3059,	540,	117,	1199,	0,	2,	16,	
66291,	3056,	540,	120,	1200,	0,	2,	16,	
68297,	3058,	540,	120,	1201,	0,	2,	16,	
70304,	3060,	540,	120,	1200,	0,	2,	16,	
72311,	3058,	540,	120,	1199,	0,	2,	16,	
74320,	3057,	540,	120,	1201,	0,	2,	16,	
76328,	3059,	540,	120,	1200,	0,	2,	16,	
78335,	3057,	540,	120,	1199,	0,	2,	16,	
80343,	3006,	531,	129,	1201,	0,	3,	17,	
82351,	2699,	480,	180,	1200,	0,	3,	17,	
84358,	2699,	480,	180,	1199,	0,	3,	17,	
86366,	2698,	480,	180,	1201,	0,	3,	17,	
88375,	2700,	480,	180,	1200,	0,	3,	17,	
90384,	2700,	480,	180,	1199,	0,	3,	17,	
92391,	2698,	480,	180,	1201,	0,	3,	17,	
94400,	2700,	480,	180,	1200,	0,	3,	17,	
96408,	2700,	480,	180,	1200,	0,	3,	17,	
98417,	2697,	480,	180,	1200,	0,	3,	17,	
100424,	2633,	469,	191,	1199,	0,	4,	22,	
102433,	2340,	419,	240,	1201,	0,	4,	22,	
104441,	2340,	421,	240,	1200,	0,	4,	22,	
106449,	2339,	420,	240,	1200,	0,	4,	22,	
108457,	2340,	420,	239,	1200,	0,	4,	22,	
110465,	2339,	420,	240,	1199,	0,	4,	22,	
112472,	2340,	420,	240,	1201,	0,	4,	22,	
114480,	2340,	420,	240,	1200,	0,	4,	22,	
116487,	2339,	420,	240,	1199,	0,	4,	22,	
118494,	2340,	420,	240,	1200,	0,	4,	22,	
120503,	2339,	420,	240,	1201,	0,	4,	24,	
122508,	2337,	420,	239,	1199,	0,	4,	24,	
124514,	2339,	419,	240,	1201,	0,	4,	24,	
126520,	2339,	421,	240,	1200,	0,	4,	24,	
128535,	2144,	385,	220,	1100,	0,	4,	24,	
130554,	2106,	378,	216,	1079,	0,	4,	24,	
132563,	2339,	420,	240,	1201,	0,	4,	24,	
134571,	2339,	420,	240,	1199,	0,	4,	24,	
136579,	2339,	420,	240,	1201,	0,	4,	24,	
138588,	2340,	420,	240,	1199,	0,	4,	24,	
140597,	2249,	404,	255,	1201,	0,	5,	25,	
142605,	1980,	361,	300,	1200,	0,	5,	25,	
144614,	1980,	360,	300,	1199,	0,	5,	25,	
146622,	1977,	360,	300,	1201,	0,	5,	25,	
148631,	1980,	360,	300,	1200,	0,	5,	25,	
150637,	1979,	360,	300,	1200,	0,	5,	25,	
152645,	1978,	360,	300,	1200,	0,	5,	25,	
154653,	1980,	360,	300,	1200,	0,	5,	25,	
156662,	1980,	360,	300,	1200,	0,	5,	25,	
158670,	1980,	360,	300,	1199,	0,	5,	25,	
160677,	1980,	359,	300,	1201,	0,	5,	28,	
162686,	1979,	361,	300,	1199,	0,	5,	28,	
164695,	1980,	360,	300,	1201,	0,	5,	28,	
166703,	1980,	360,	300,	1200,	0,	5,	28,	
168712,	1980,	360,	300,	1200,	0,	5,	28,	
170721,	1980,	360,	300,	1199,	0,	5,	28,	
172729,	1980,	360,	300,	1201,	0,	5,	28,	
174737,	1979,	360,	300,	1200,	0,	5,	28,	
176746,	1977,	360,	300,	1199,	0,	5,	28,	
178753,	1980,	360,	300,	1201,	0,	5,	28,	
180756,	1947,	354,	295,	1179,	0,	5,	29,	
182762,	1913,	348,	290,	1161,	0,	5,	29,	
184768,	1979,	360,	300,	1199,	0,	5,	29,	
186773,	1977,	359,	300,	1201,	0,	5,	29,	
188779,	1979,	361,	300,	1200,	0,	5,	29,	
190786,	1980,	360,	300,	1200,	0,	5,	29,	
192793,	1980,	360,	300,	1199,	0,	5,	29,	
194802,	1980,	360,	300,	1200,	0,	5,	29,	
196810,	1980,	360,	300,	1201,	0,	5,	29,	
198819,	1978,	360,	300,	1200,	0,	5,	29,	
200828,	1815,	319,	341,	1200,	0,	6,	31,	
202836,	1500,	240,	420,	1200,	0,	6,	31,	
204844,	1500,	240,	420,	1200,	0,	6,	31,	
206853,	1500,	239,	420,	1200,	0,	6,	31,	
208862,	1499,	241,	420,	1199,	0,	6,	31,	
